Id,LotArea,Utilities,HouseStyle,OverallQual,OverallCond,YearRemodAdd,HeatingQC,KitchenQual,Functional,GarageType,SaleType,SalePrice
636,10896,AllPub,2.5Fin,6,7,1995,Ex,Fa,Typ,NA,WD,200000
637,6120,AllPub,1Story,2,3,1950,Fa,Fa,Maj1,NA,ConLw,60000
638,6000,AllPub,1.5Fin,5,4,1954,TA,Gd,Typ,BuiltIn,WD,93000
639,8777,AllPub,1Story,5,7,1950,Gd,TA,Typ,NA,WD,85000
640,3982,AllPub,1Story,8,5,2006,Ex,Ex,Typ,Attchd,New,264561
641,12677,AllPub,1Story,8,5,2004,Ex,Ex,Typ,Attchd,WD,274000
642,7050,AllPub,2Story,7,5,2001,Ex,Gd,Typ,Attchd,WD,226000
643,13860,AllPub,SLvl,8,7,1995,Gd,Ex,Typ,Attchd,WD,345000
644,10793,AllPub,2Story,5,5,1969,Ex,TA,Min1,Attchd,WD,152000
645,9187,AllPub,1Story,9,5,2009,Ex,Ex,Typ,Attchd,New,370878
646,10530,AllPub,1Story,6,5,1971,TA,TA,Typ,Detchd,WD,143250
647,7200,AllPub,1Story,5,5,1950,Gd,TA,Min1,Detchd,WD,98300
648,10452,AllPub,1Story,6,5,1953,Ex,TA,Typ,Attchd,WD,155000
649,7700,AllPub,2Story,6,5,1966,TA,TA,Typ,Attchd,WD,155000
650,1936,AllPub,SFoyer,4,6,1970,Gd,TA,Typ,NA,WD,84500
651,8125,AllPub,2Story,7,6,2007,Ex,Gd,Typ,Attchd,WD,205950
652,9084,AllPub,2Story,4,5,1950,TA,TA,Typ,Detchd,WD,108000
653,8750,AllPub,2Story,7,5,1996,Ex,Gd,Typ,Attchd,WD,191000
654,10320,AllPub,1.5Fin,6,7,1995,Ex,TA,Typ,Detchd,WD,135000
655,10437,AllPub,1Story,8,6,1995,Ex,Gd,Typ,Attchd,WD,350000
656,1680,AllPub,2Story,6,5,1971,TA,TA,Typ,Detchd,WD,88000
657,10007,AllPub,1Story,5,7,2006,Ex,Gd,Typ,Attchd,WD,145500
658,7200,AllPub,2Story,7,6,2000,TA,TA,Typ,Attchd,WD,149000
659,17503,AllPub,1.5Fin,6,5,1950,TA,TA,Typ,Attchd,WD,97500
660,9937,AllPub,1Story,5,7,1999,Ex,TA,Typ,Detchd,WD,167000
661,12384,AllPub,2Story,7,7,1976,TA,TA,Typ,Attchd,WD,197900
662,46589,AllPub,2Story,8,7,2005,Ex,Gd,Typ,Attchd,WD,402000
663,13560,AllPub,1Story,6,3,1968,Gd,TA,Maj2,Attchd,WD,110000
664,10012,AllPub,SFoyer,4,5,1972,TA,TA,Typ,Detchd,WD,137500
665,20896,AllPub,1Story,8,5,2006,Ex,Ex,Typ,Attchd,New,423000
666,11194,AllPub,2Story,8,5,2000,Ex,Gd,Typ,Attchd,WD,230500
667,18450,AllPub,2Story,6,5,1979,TA,TA,Sev,CarPort,WD,129000
668,8125,AllPub,1Story,6,5,1998,Ex,Gd,Typ,Attchd,WD,193500
669,14175,AllPub,1Story,5,6,1987,Gd,TA,Min2,Detchd,WD,168000
670,11600,AllPub,1Story,4,5,1950,Ex,Fa,Typ,Detchd,WD,137500
671,8633,AllPub,2Story,6,5,2005,Ex,Gd,Typ,Attchd,WD,173500
672,6629,AllPub,2Story,6,6,1950,TA,TA,Typ,Detchd,WD,103600
673,11250,AllPub,1Story,6,6,1977,TA,TA,Typ,Attchd,WD,165000
674,14442,AllPub,1Story,6,7,2004,Ex,Gd,Typ,Attchd,WD,257500
675,9200,AllPub,1Story,6,6,1965,TA,TA,Typ,Attchd,WD,140000
676,2289,AllPub,2Story,6,6,1978,TA,TA,Typ,Attchd,WD,148500
677,9600,AllPub,2Story,4,2,1950,Fa,TA,Min2,2Types,WD,87000
678,9022,AllPub,1Story,5,8,2006,Ex,Gd,Typ,Detchd,WD,109500
679,11844,AllPub,1Story,8,5,2008,Ex,Gd,Typ,Attchd,New,372500
680,9945,AllPub,1Story,5,5,1961,TA,TA,Typ,Detchd,WD,128500
681,8012,AllPub,1Story,6,5,1980,TA,TA,Typ,Attchd,WD,143000
682,4500,AllPub,1.5Fin,5,5,2000,Ex,TA,Typ,Detchd,WD,159434
683,2887,AllPub,1Story,6,5,1997,Ex,Gd,Typ,Attchd,WD,173000
684,11248,AllPub,1Story,9,5,2002,Ex,Gd,Typ,Attchd,WD,285000
685,16770,AllPub,2Story,7,5,1998,Gd,TA,Typ,Attchd,WD,221000
686,5062,AllPub,2Story,7,5,1984,Gd,Gd,Min1,Attchd,WD,207500
687,10207,AllPub,2Story,7,6,2007,Ex,Gd,Typ,Attchd,New,227875
688,5105,AllPub,2Story,7,5,2004,Ex,Gd,Typ,Detchd,WD,148800
689,8089,AllPub,1Story,8,6,2007,Ex,Gd,Typ,Attchd,New,392000
690,7577,AllPub,1Story,6,5,2006,Ex,Gd,Typ,Attchd,WD,194700
691,4426,AllPub,1Story,6,5,2004,Ex,Gd,Typ,Attchd,WD,141000
692,21535,AllPub,2Story,10,6,1995,Ex,Ex,Typ,Attchd,WD,755000
693,26178,AllPub,2Story,7,5,1990,Ex,Gd,Typ,Attchd,WD,335000
694,5400,AllPub,1Story,5,6,1968,Ex,TA,Typ,Detchd,WD,108480
695,6120,AllPub,1.5Fin,5,6,1950,TA,TA,Typ,Detchd,WD,141500
696,13811,AllPub,1Story,6,6,1987,Gd,Gd,Typ,Attchd,WD,176000
697,6000,AllPub,1Story,5,7,1950,Gd,TA,Typ,Detchd,WD,89000
698,6420,AllPub,1Story,5,7,1952,Fa,TA,Typ,Detchd,WD,123500
699,8450,AllPub,1Story,5,8,2009,Ex,TA,Typ,Detchd,WD,138500
700,4282,AllPub,1Story,7,5,2004,Ex,Gd,Typ,Attchd,WD,196000
701,14331,AllPub,1Story,8,5,2002,Ex,Gd,Typ,Attchd,WD,312500
702,9600,AllPub,1Story,7,5,1969,TA,TA,Typ,Attchd,COD,140000
703,12438,AllPub,2Story,8,5,2006,Ex,Ex,Typ,BuiltIn,New,361919
704,7630,AllPub,2Story,5,9,1996,Gd,Gd,Typ,Detchd,WD,140000
705,8400,AllPub,1Story,7,5,2005,Ex,Gd,Typ,Attchd,WD,213000
706,5600,AllPub,2Story,4,5,1950,Fa,Fa,Mod,NA,WD,55000
707,115149,AllPub,1Story,7,5,2002,TA,Gd,Typ,Attchd,WD,302000
708,6240,AllPub,1Story,8,5,2006,Ex,Gd,Typ,Attchd,WD,254000
709,9018,AllPub,2Story,7,5,2007,Ex,Gd,Typ,Attchd,New,179540
710,7162,AllPub,1Story,5,7,1966,TA,TA,Typ,Attchd,WD,109900
711,4130,AllPub,1Story,3,6,2003,Gd,TA,Maj2,NA,WD,52000
712,8712,AllPub,1.5Fin,4,7,1950,Gd,TA,Typ,Detchd,WD,102776
713,4671,AllPub,1Story,8,5,1989,Gd,Gd,Typ,Attchd,WD,189000
714,9873,AllPub,1Story,4,5,1970,TA,TA,Typ,Detchd,WD,129000
715,13517,AllPub,2Story,6,8,2005,Ex,Gd,Typ,Attchd,WD,130500
716,10140,AllPub,1Story,6,5,1974,TA,TA,Typ,Attchd,WD,165000
717,10800,AllPub,2Story,7,8,1998,Ex,TA,Typ,Detchd,WD,159500
718,10000,AllPub,1Story,5,6,2000,Gd,Gd,Typ,Attchd,WD,157000
719,10542,AllPub,2Story,7,5,1994,Ex,Gd,Typ,Attchd,WD,341000
720,9920,AllPub,1Story,5,6,1969,TA,TA,Typ,Attchd,WD,128500
721,6563,AllPub,1Story,8,5,1985,TA,Gd,Typ,Attchd,WD,275000
722,4426,AllPub,1Story,6,5,2004,Ex,Gd,Typ,Attchd,WD,143000
723,8120,AllPub,1Story,4,7,1970,Ex,TA,Typ,Detchd,WD,124500
724,8172,AllPub,1.5Fin,4,6,1972,Ex,TA,Typ,Detchd,WD,135000
725,13286,AllPub,1Story,9,5,2008,Ex,Ex,Typ,Attchd,WD,320000
726,6960,AllPub,1Story,4,6,1970,TA,Gd,Typ,Detchd,WD,120500
727,21695,AllPub,1Story,6,9,2007,Ex,Gd,Typ,Attchd,WD,222000
728,7314,AllPub,1Story,7,5,2007,Ex,Gd,Typ,Attchd,WD,194500
729,11475,AllPub,1Story,5,5,1958,TA,TA,Typ,Detchd,COD,110000
730,6240,AllPub,1.5Fin,4,5,1950,TA,TA,Typ,Detchd,WD,103000
731,5389,AllPub,1Story,8,5,1996,Ex,Gd,Typ,Attchd,WD,236500
732,9590,AllPub,SLvl,7,5,2003,Ex,Gd,Typ,Attchd,WD,187500
733,11404,AllPub,2Story,7,5,1999,Ex,Gd,Typ,Attchd,WD,222500
734,10000,AllPub,1Story,5,6,1983,Ex,TA,Typ,Attchd,WD,131400
735,8978,AllPub,1Story,5,5,1968,TA,TA,Typ,Attchd,WD,108000
736,10800,AllPub,2.5Unf,7,7,1970,Fa,TA,Typ,Detchd,WD,163000
737,8544,AllPub,1Story,3,4,1950,Gd,TA,Typ,Detchd,WD,93500
738,10463,AllPub,2Story,8,5,2005,Ex,Gd,Typ,Attchd,WD,239900
739,10800,AllPub,1Story,5,5,1988,TA,TA,Typ,NA,WD,179000
740,9313,AllPub,2Story,7,5,2004,Ex,Gd,Typ,Attchd,WD,190000
741,9600,AllPub,2Story,5,7,2002,Ex,TA,Typ,Detchd,WD,132000
742,6768,AllPub,1Story,6,8,1996,Gd,Gd,Typ,Detchd,WD,142000
743,8450,AllPub,1Story,7,5,2001,Ex,TA,Typ,Attchd,WD,179000
744,12886,AllPub,SLvl,5,6,1999,Ex,TA,Min2,Attchd,WD,175000
745,5395,AllPub,1Story,8,5,1993,Gd,Gd,Typ,Attchd,WD,180000
746,8963,AllPub,2Story,8,9,1996,Ex,Gd,Typ,BuiltIn,WD,299800
747,8795,AllPub,2Story,7,5,2000,Ex,Gd,Typ,BuiltIn,WD,236000
748,11700,AllPub,2Story,7,7,2003,TA,Gd,Typ,Detchd,WD,265979
749,10593,AllPub,1Story,7,5,1996,Ex,Gd,Typ,Attchd,WD,260400
750,8405,AllPub,1.5Fin,4,3,1950,TA,TA,Mod,Detchd,WD,98000
751,8800,AllPub,1.5Fin,4,7,2004,Gd,TA,Min2,NA,WD,96500
752,7750,AllPub,2Story,7,5,2003,Ex,Gd,Typ,Attchd,WD,162000
753,9236,AllPub,1Story,6,5,1997,Ex,Gd,Typ,Attchd,WD,217000
754,10240,AllPub,2Story,8,5,2005,Gd,Ex,Typ,Attchd,WD,275500
755,7930,AllPub,1Story,6,8,2005,Gd,Gd,Typ,Detchd,WD,156000
756,3230,AllPub,2Story,6,5,1999,Gd,TA,Typ,Detchd,WD,172500
757,10769,AllPub,2Story,8,5,2007,Ex,Gd,Typ,Attchd,WD,212000
758,11616,AllPub,2Story,6,5,1978,TA,TA,Typ,Attchd,WD,158900
759,2280,AllPub,2Story,7,5,1999,Gd,TA,Typ,Detchd,WD,179400
760,12257,AllPub,2Story,8,5,1995,Ex,Gd,Typ,Attchd,WD,290000
761,9100,AllPub,1Story,6,6,1959,Ex,TA,Typ,Detchd,WD,127500
762,6911,AllPub,1Story,5,5,1950,TA,Fa,Min1,Detchd,WD,100000
763,8640,AllPub,2Story,7,5,2009,Ex,Gd,Typ,Attchd,Con,215200
764,9430,AllPub,2Story,8,5,1999,Ex,Gd,Typ,Attchd,WD,337000
765,9549,AllPub,1Story,8,5,1996,Ex,Ex,Typ,Attchd,WD,270000
766,14587,AllPub,1Story,9,5,2008,Ex,Ex,Typ,Attchd,New,264132
767,10421,AllPub,2Story,7,5,1988,TA,TA,Typ,Attchd,WD,196500
768,12508,AllPub,1.5Fin,6,7,1985,Ex,TA,Mod,Attchd,WD,160000
769,9100,AllPub,1Story,7,5,2005,Ex,Gd,Typ,Attchd,WD,216837
770,53504,AllPub,2Story,8,5,2003,Ex,Ex,Mod,BuiltIn,WD,538000
771,7252,AllPub,SFoyer,5,5,1982,TA,TA,Typ,Detchd,WD,134900
772,8877,AllPub,1Story,4,5,1951,TA,TA,Typ,Detchd,COD,102000
773,7819,AllPub,SLvl,6,5,1976,TA,TA,Typ,Detchd,WD,107000
774,10150,AllPub,1Story,5,5,1958,Ex,TA,Typ,Attchd,COD,114500
775,14226,AllPub,1Story,8,5,2006,Gd,Gd,Typ,Attchd,New,395000
776,4500,AllPub,1Story,6,5,1998,Ex,TA,Typ,Attchd,WD,162000
777,11210,AllPub,1Story,7,5,2006,Ex,Gd,Typ,Attchd,New,221500
778,13350,AllPub,1Story,5,5,1974,TA,TA,Typ,Attchd,WD,142500
779,8400,AllPub,1Story,5,5,1977,TA,TA,Typ,Detchd,WD,144000
780,10530,AllPub,SFoyer,6,5,1977,TA,TA,Typ,Attchd,WD,135000
781,7875,AllPub,1Story,7,5,1996,Gd,TA,Typ,Attchd,WD,176000
782,7153,AllPub,2Story,6,5,1992,Ex,Gd,Typ,Attchd,WD,175900
783,16285,AllPub,1Story,7,5,2002,Ex,Gd,Typ,Attchd,WD,187100
784,9101,AllPub,SFoyer,5,6,1978,Ex,Gd,Typ,Attchd,WD,165500
785,6300,AllPub,2.5Unf,6,6,2001,Ex,TA,Typ,NA,WD,128000
786,9790,AllPub,1Story,6,5,1967,TA,TA,Typ,Attchd,WD,161500
787,10800,AllPub,1.5Fin,5,6,1950,TA,TA,Typ,Detchd,WD,139000
788,10142,AllPub,2Story,7,5,2004,Ex,Gd,Typ,BuiltIn,WD,233000
789,6000,AllPub,1Story,4,7,2000,Ex,TA,Typ,Detchd,WD,107900
790,12205,AllPub,2Story,6,8,2007,Gd,Gd,Typ,Attchd,WD,187500
791,3182,AllPub,1Story,7,5,2006,Ex,Gd,Typ,Attchd,WD,160200
792,11333,AllPub,SLvl,6,5,1976,TA,TA,Typ,Attchd,WD,146800
793,9920,AllPub,2Story,7,5,1997,Ex,TA,Typ,Attchd,WD,269790
794,9158,AllPub,1Story,8,5,2007,Ex,Gd,Typ,Attchd,New,225000
795,10832,AllPub,2Story,7,5,1996,Ex,Gd,Typ,Attchd,WD,194500
796,8400,AllPub,2Story,6,6,1981,TA,TA,Typ,Attchd,WD,171000
797,8197,AllPub,1Story,6,5,1977,Ex,TA,Typ,Attchd,WD,143500
798,7677,AllPub,1Story,5,5,1953,Gd,TA,Typ,Attchd,WD,110000
799,13518,AllPub,2Story,9,5,2009,Ex,Ex,Typ,BuiltIn,New,485000
800,7200,AllPub,1.5Fin,5,7,1950,Ex,Gd,Typ,Detchd,WD,175000
801,12798,AllPub,2Story,6,5,1997,Gd,Gd,Typ,Attchd,WD,200000
802,4800,AllPub,1Story,4,7,1990,Ex,TA,Typ,Detchd,WD,109900
803,8199,AllPub,2Story,7,5,2005,Ex,Gd,Typ,Attchd,WD,189000
804,13891,AllPub,2Story,9,5,2009,Ex,Ex,Typ,BuiltIn,New,582933
805,9000,AllPub,1Story,5,5,1954,TA,TA,Min1,Attchd,WD,118000
806,12274,AllPub,1Story,7,5,2008,Ex,Ex,Typ,Attchd,New,227680
807,9750,AllPub,SLvl,5,5,1967,Gd,TA,Typ,Attchd,WD,135500
808,21384,AllPub,2Story,5,6,2004,Ex,Gd,Typ,Attchd,WD,223500
809,13400,AllPub,SLvl,5,5,1966,TA,TA,Typ,Attchd,WD,159950
810,8100,AllPub,2.5Unf,5,5,1965,TA,TA,Typ,Detchd,WD,106000
811,10140,AllPub,1Story,6,6,1999,Fa,Gd,Typ,Attchd,WD,181000
812,4438,AllPub,1Story,6,5,2004,Ex,Gd,Typ,Attchd,ConLD,144500
813,8712,AllPub,1Story,5,5,1952,TA,Fa,Typ,Basment,WD,55993
814,9750,AllPub,1Story,6,6,1958,Gd,TA,Typ,Attchd,COD,157900
815,8248,AllPub,1.5Fin,5,7,1950,Gd,Fa,Typ,Detchd,WD,116000
816,12137,AllPub,1Story,7,5,1998,Ex,Gd,Typ,Attchd,WD,224900
817,11425,AllPub,1Story,5,6,1954,Gd,TA,Typ,Attchd,WD,137000
818,13265,AllPub,1Story,8,5,2002,Ex,Gd,Typ,Attchd,WD,271000
819,8816,AllPub,SLvl,6,7,1971,Gd,TA,Typ,Attchd,WD,155000
820,6371,AllPub,1Story,7,5,2010,Ex,Gd,Typ,Attchd,New,224000
821,7226,AllPub,2Story,7,5,2003,Ex,Gd,Typ,Attchd,WD,183000
822,6000,AllPub,1Story,4,4,1953,TA,TA,Min2,Detchd,WD,93000
823,12394,AllPub,2Story,7,5,2003,Ex,Gd,Typ,BuiltIn,WD,225000
824,9900,AllPub,1.5Fin,6,7,1950,TA,TA,Typ,Detchd,WD,139500
825,11216,AllPub,1Story,8,5,2006,Ex,Gd,Typ,Attchd,New,232600
826,14803,AllPub,1Story,10,5,2008,Ex,Ex,Typ,Attchd,New,385000
827,6130,AllPub,1.5Unf,5,6,1950,Gd,Gd,Typ,NA,WD,109500
828,8529,AllPub,1Story,7,5,2001,Ex,Gd,Typ,Attchd,WD,189000
829,28698,AllPub,2Story,5,5,1967,TA,TA,Min2,Attchd,WD,185000
830,2544,AllPub,2Story,7,5,2005,Ex,Gd,Typ,Detchd,WD,147400
831,11900,AllPub,1Story,6,5,1957,TA,TA,Typ,Attchd,WD,166000
832,3180,AllPub,2Story,7,5,2005,Ex,Gd,Typ,Detchd,WD,151000
833,9548,AllPub,2Story,7,6,2003,Ex,Gd,Typ,Attchd,WD,237000
834,10004,AllPub,1Story,6,6,1964,TA,TA,Typ,Attchd,WD,167000
835,7875,AllPub,1Story,5,6,1961,Gd,TA,Typ,Attchd,WD,139950
836,9600,AllPub,1Story,4,7,1995,TA,Gd,Min2,Attchd,WD,128000
837,8100,AllPub,1Story,5,6,1973,Gd,TA,Min2,Detchd,COD,153500
838,1680,AllPub,2Story,6,5,1973,TA,TA,Typ,Detchd,WD,100000
839,9525,AllPub,1Story,5,6,2006,Ex,Gd,Typ,Attchd,WD,144000
840,11767,AllPub,1.5Fin,5,6,1995,Ex,TA,Typ,Detchd,WD,130500
841,12155,AllPub,2Story,6,8,1950,TA,Fa,Typ,Detchd,WD,140000
842,10440,AllPub,2Story,5,8,2002,Gd,Gd,Typ,Detchd,WD,157500
843,9020,AllPub,SLvl,6,7,1966,TA,TA,Typ,Attchd,WD,174900
844,8000,AllPub,1Story,5,4,1961,Ex,TA,Typ,NA,WD,141000
845,12665,AllPub,1.5Fin,5,8,1950,Gd,TA,Typ,Detchd,WD,153900
846,16647,AllPub,SFoyer,5,5,1981,TA,TA,Min2,Basment,WD,171000
847,9317,AllPub,2Story,7,5,1993,Ex,Gd,Typ,Attchd,WD,213000
848,15523,AllPub,1Story,5,6,1972,Ex,TA,Typ,Attchd,WD,133500
849,45600,AllPub,1.5Fin,6,8,1997,TA,TA,Typ,Detchd,WD,240000
850,9600,AllPub,SLvl,6,7,1994,Ex,TA,Typ,Attchd,WD,187000
851,4435,AllPub,1Story,6,5,2003,Ex,Gd,Typ,Attchd,WD,131500
852,3196,AllPub,1Story,8,5,2003,Ex,Gd,Typ,Attchd,WD,215000
853,7128,AllPub,2.5Unf,7,5,1950,Gd,TA,Typ,Detchd,WD,164000
854,12095,AllPub,SLvl,6,6,1964,TA,TA,Typ,Attchd,WD,158000
855,17920,AllPub,1Story,5,4,1974,TA,TA,Typ,Attchd,WD,170000
856,6897,AllPub,1Story,5,8,2010,Ex,TA,Typ,Detchd,WD,127000
857,10970,AllPub,SLvl,6,6,1978,TA,TA,Typ,Detchd,WD,147000
858,8125,AllPub,2Story,6,5,1995,Gd,TA,Typ,Attchd,WD,174000
859,10400,AllPub,1Story,7,5,1976,TA,TA,Typ,Attchd,WD,152000
860,11029,AllPub,2Story,6,7,1984,TA,Gd,Typ,Attchd,WD,250000
861,7642,AllPub,1.5Fin,7,8,1998,Gd,Gd,Typ,Detchd,WD,189950
862,11625,AllPub,1Story,5,4,1965,Ex,TA,Typ,Attchd,WD,131500
863,9672,AllPub,1Story,6,5,1985,TA,TA,Typ,Attchd,WD,152000
864,7931,AllPub,1Story,5,5,1959,TA,TA,Typ,Attchd,WD,132500
865,8640,AllPub,1Story,7,5,2008,Ex,Gd,Typ,Attchd,New,250580
866,8750,AllPub,1Story,5,6,1970,TA,TA,Typ,Detchd,WD,148500
867,10656,AllPub,1Story,8,5,2007,Ex,Gd,Typ,Attchd,New,248900
868,6970,AllPub,1Story,4,5,1961,TA,Fa,Typ,Attchd,WD,129000
869,14762,AllPub,2Story,5,6,1950,Gd,TA,Typ,Attchd,WD,169000
870,9938,AllPub,2Story,7,5,1994,Ex,Gd,Typ,Attchd,WD,236000
871,6600,AllPub,1Story,5,5,1962,Gd,TA,Typ,Detchd,WD,109500
872,8750,AllPub,2Story,6,5,1998,Ex,Gd,Typ,Attchd,WD,200500
873,8892,AllPub,1Story,5,7,1996,Gd,Gd,Typ,Attchd,WD,116000
874,12144,AllPub,1Story,5,7,1950,Gd,TA,Typ,Attchd,WD,133000
875,5720,AllPub,1.5Fin,5,6,1950,Ex,TA,Typ,Detchd,WD,66500
876,9000,AllPub,2Story,8,5,2007,Ex,Ex,Typ,BuiltIn,New,303477
877,25286,AllPub,1Story,4,5,1963,Gd,TA,Typ,Attchd,WD,132250
878,8834,AllPub,2Story,9,5,2005,Ex,Ex,Typ,Attchd,WD,350000
879,11782,AllPub,SFoyer,5,7,1995,TA,Gd,Min2,Detchd,WD,148000
880,7000,AllPub,1Story,5,8,2005,Ex,TA,Typ,Attchd,WD,136500
881,7024,AllPub,1Story,5,5,2006,Gd,TA,Typ,Attchd,WD,157000
882,13758,AllPub,1.5Fin,7,5,1991,Ex,Gd,Typ,Attchd,WD,187500
883,9636,AllPub,2Story,6,5,1993,Gd,TA,Typ,BuiltIn,WD,178000
884,6204,AllPub,2.5Fin,4,5,1950,TA,TA,Typ,Detchd,WD,118500
885,7150,AllPub,1Story,5,5,1967,TA,TA,Typ,Attchd,WD,100000
886,5119,AllPub,1Story,9,5,2000,Ex,Gd,Typ,Attchd,CWD,328900
887,8393,AllPub,1Story,5,5,2005,Ex,TA,Typ,Attchd,WD,145000
888,16466,AllPub,1.5Fin,5,7,1955,TA,TA,Typ,Attchd,WD,135500
889,15865,AllPub,1Story,8,6,1970,Ex,Gd,Typ,Attchd,WD,268000
890,12160,AllPub,1Story,6,4,1953,Ex,TA,Typ,Attchd,WD,149500
891,8064,AllPub,1.5Fin,5,7,2006,Ex,TA,Typ,Detchd,WD,122900
892,11184,AllPub,2Story,6,5,1978,Gd,TA,Typ,Attchd,WD,172500
893,8414,AllPub,1Story,6,8,2003,TA,TA,Typ,Attchd,WD,154500
894,13284,AllPub,1Story,5,5,1954,TA,TA,Typ,Attchd,WD,165000
895,7018,AllPub,1Story,5,5,1979,TA,TA,Typ,Attchd,WD,118858
896,7056,AllPub,2Story,6,5,1963,TA,TA,Typ,Attchd,WD,140000
897,8765,AllPub,1Story,4,6,1950,Ex,TA,Typ,Detchd,WD,106500
898,7018,AllPub,2Story,5,5,1979,TA,TA,Typ,Detchd,WD,142953
899,12919,AllPub,1Story,9,5,2010,Ex,Ex,Typ,Attchd,New,611657
900,6993,AllPub,1Story,5,7,1994,TA,TA,Typ,Attchd,WD,135000
901,7340,AllPub,1Story,4,6,1971,TA,TA,Typ,Detchd,WD,110000
902,8712,AllPub,1Story,5,7,2000,TA,TA,Typ,Detchd,WD,153000
903,7875,AllPub,2Story,7,5,2003,Ex,Gd,Typ,Attchd,WD,180000
904,14859,AllPub,1Story,7,5,2006,Ex,Gd,Typ,Attchd,New,240000
905,6173,AllPub,1Story,5,6,1967,TA,TA,Typ,Attchd,WD,125500
906,9920,AllPub,1Story,5,5,1954,TA,TA,Typ,Attchd,WD,128000
907,13501,AllPub,1Story,8,5,2006,Ex,Gd,Typ,Attchd,WD,255000
908,11500,AllPub,1.5Fin,7,7,1987,Gd,Gd,Typ,Attchd,WD,250000
909,8885,AllPub,1Story,5,5,1983,TA,TA,Typ,Attchd,WD,131000
910,12589,AllPub,2Story,6,5,2005,Ex,Gd,Typ,Attchd,WD,174000
911,11600,AllPub,2Story,5,5,1960,TA,TA,Typ,Detchd,WD,154300
912,9286,AllPub,1Story,5,7,1989,TA,Gd,Typ,Detchd,WD,143500
913,6120,AllPub,1Story,5,7,1950,TA,TA,Min1,Detchd,WD,88000
914,6270,AllPub,2Story,5,6,1950,TA,TA,Typ,2Types,WD,145000
915,3000,AllPub,2Story,6,5,2009,Ex,Gd,Typ,Detchd,New,173733
916,2001,AllPub,2Story,4,5,1970,Fa,TA,Typ,Attchd,WD,75000
917,9000,AllPub,1Story,2,3,1950,TA,TA,Typ,Detchd,WD,35311
918,17140,AllPub,1Story,4,6,1956,Ex,TA,Typ,Attchd,WD,135000
919,13125,AllPub,2Story,7,5,1991,Ex,Gd,Typ,Attchd,WD,238000
920,11029,AllPub,1Story,6,8,2002,Ex,TA,Min1,Attchd,WD,176500
921,8462,AllPub,2Story,6,5,1994,Ex,Gd,Typ,Attchd,WD,201000
922,8777,AllPub,1.5Fin,5,7,2003,Gd,TA,Typ,NA,WD,145900
923,10237,AllPub,1Story,6,5,2006,Ex,Gd,Typ,Attchd,New,169990
924,8012,AllPub,1Story,6,5,1994,Ex,Gd,Typ,Attchd,WD,193000
925,10240,AllPub,1Story,6,6,1980,TA,TA,Typ,Attchd,WD,207500
926,15611,AllPub,1Story,5,6,1977,TA,Ex,Typ,Attchd,WD,175000
927,11999,AllPub,2Story,8,5,2004,Ex,Ex,Typ,BuiltIn,WD,285000
928,9900,AllPub,2Story,7,5,1968,Gd,TA,Typ,Attchd,WD,176000
929,11838,AllPub,1Story,8,5,2001,Ex,Ex,Typ,Attchd,WD,236500
930,13006,AllPub,2Story,7,5,1997,Gd,Gd,Typ,BuiltIn,WD,222000
931,8925,AllPub,1Story,8,5,2007,Ex,Gd,Typ,Attchd,WD,201000
932,9100,AllPub,1Story,5,6,1965,Ex,TA,Typ,Detchd,WD,117500
933,11670,AllPub,1Story,9,5,2006,Ex,Ex,Typ,Attchd,WD,320000
934,8487,AllPub,1Story,7,5,2004,Ex,Gd,Typ,Attchd,WD,190000
935,27650,AllPub,1Story,7,7,2007,Ex,Gd,Typ,Attchd,WD,242000
936,5825,AllPub,1Story,4,5,1953,Gd,TA,Typ,Detchd,WD,79900
937,10083,AllPub,1Story,7,5,2003,Ex,Gd,Typ,Attchd,WD,184900
938,9675,AllPub,2Story,7,5,2005,Ex,Gd,Typ,Attchd,WD,253000
939,8760,AllPub,2Story,7,5,2006,Ex,Gd,Typ,Attchd,New,239799
940,24090,AllPub,2Story,7,7,1950,Ex,TA,Typ,Attchd,COD,244400
941,12640,AllPub,1Story,6,5,1976,TA,TA,Typ,Attchd,WD,150900
942,8755,AllPub,2Story,7,5,1999,Ex,Gd,Typ,BuiltIn,WD,214000
943,7711,AllPub,1Story,4,3,1977,TA,TA,Typ,NA,Oth,150000
944,25000,AllPub,1Story,5,4,1967,TA,TA,Typ,Attchd,WD,143000
945,14375,NoSeWa,SLvl,6,6,1958,Gd,Gd,Typ,Basment,COD,137500
946,8820,AllPub,1.5Fin,5,6,1996,TA,TA,Typ,Detchd,WD,124900
947,8163,AllPub,SLvl,5,6,1959,TA,TA,Typ,Attchd,WD,143000
948,14536,AllPub,1Story,8,5,2003,Ex,Gd,Typ,Attchd,WD,270000
949,14006,AllPub,2Story,7,5,2002,Ex,Gd,Typ,Attchd,WD,192500
950,9360,AllPub,1Story,6,7,2006,TA,Gd,Typ,Attchd,WD,197500
951,7200,AllPub,1Story,5,8,2002,Gd,Gd,Typ,Detchd,WD,129000
952,7800,AllPub,1Story,5,5,1965,Gd,TA,Typ,Detchd,WD,119900
953,7200,AllPub,SFoyer,5,8,2003,Gd,TA,Typ,Detchd,WD,133900
954,11075,AllPub,2Story,5,4,1969,Ex,TA,Min2,Attchd,WD,172000
